Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description,Submittal Summary
122413,ROLLER WINDOW SHADES,1.4-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer., Qualification Data For
122413,ROLLER WINDOW SHADES,1.4-B,INFORMATIONAL SUBMITTALS,Certificates,Product Certificates : For each type of shadeband material., Shadeband material
122413,ROLLER WINDOW SHADES,1.4-C,INFORMATIONAL SUBMITTALS,Test Reports,"Product Test Reports : For each type of shadeband material, for tests performed bya qualified 
testing agency.", shadeband material
122413,ROLLER WINDOW SHADES,1.5-A,CLOSEOUT SUBMITTALS,O&M Manuals,Operation and Maintenance Data : For roller shades to include in maintenance manuals., Roller shades include
122413,ROLLER WINDOW SHADES,1.6-A-1,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"1. Roller Shades: Full-size units equal to 5 percent of quantity installed for each size, color, 
and shadeband material indicated, but no fewer than two units.", Roller Shades
122413,ROLLER WINDOW SHADES,1.7-B-1,QUALITY ASSURANCE,Mockups,"1. Approval of mockups does not constitute approval of deviations from the Contract 
Documents contained in mockups unless Architect specifically approves such deviations 
in writing.", Approval
122413,ROLLER WINDOW SHADES,1.7-B-2,QUALITY ASSURANCE,Mockups,"2. Subject to compliance with requirements, approved mockups may become part of the 
completed Work if undisturbed at time of Substantial Completion.", Subject compliance requirements
122413,ROLLER WINDOW SHADES,3.5-A,DEMONSTRATION,O&M Training And Demonstration,"Engagea factory-authorized service representative to train Owner's maintenance personnel to
adjust, operate, and maintain motor-operated roller shades.", Engagea
123553.13,METAL LABORATORY CASEWORK,1.3-A,PREINSTALLATION MEETINGS,Meetings,Preinstallation Conference : Conduct conference at Project site., Preinstallation Conference
123553.13,METAL LABORATORY CASEWORK,1.3-B,PREINSTALLATION MEETINGS,Meetings,"Keying Conference : Conduct conference at Project site. Incorporate keying conference 
decisions into final keying requirements.", Keying Conference
123553.13,METAL LABORATORY CASEWORK,1.5-A,ACTION SUBMITTALS,Product Data,Product Data : For each type of product., Product Data For
123553.13,METAL LABORATORY CASEWORK,1.5-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, and attachments to other work including blocking and 
reinforcements required for installation.", Include plans elevation
123553.13,METAL LABORATORY CASEWORK,1.5-B-2,ACTION SUBMITTALS,Shop Drawings,2. Indicate types and sizes of casework., Indicate types
123553.13,METAL LABORATORY CASEWORK,1.5-B-3,ACTION SUBMITTALS,Shop Drawings,3. Indicate manufacturer's catalog numbers for casework., Indicate manufacturers
123553.13,METAL LABORATORY CASEWORK,1.5-B-4,ACTION SUBMITTALS,Shop Drawings,"4. Show fabrication details, including types and locations of hardware.", Show fabrication details
123553.13,METAL LABORATORY CASEWORK,1.5-B-5,ACTION SUBMITTALS,Shop Drawings,5. Indicate locations and types of service fittings., Indicate locations
123553.13,METAL LABORATORY CASEWORK,1.5-B-6,ACTION SUBMITTALS,Shop Drawings,6. Include details of utility spaces showing supports for conduits and piping., Include details utility
123553.13,METAL LABORATORY CASEWORK,1.5-B-7,ACTION SUBMITTALS,Shop Drawings,7. Include details of support framing system., Include details support
123553.13,METAL LABORATORY CASEWORK,1.5-B-8,ACTION SUBMITTALS,Shop Drawings,"8. Include details of exposed conduits, if required, for service fittings.", Include details exposed
123553.13,METAL LABORATORY CASEWORK,1.5-B-9,ACTION SUBMITTALS,Shop Drawings,"9. Indicate locations of and clearances from adjacent walls, doors, windows, other building 
components, and laboratory equipment.", Indicate locations
123553.13,METAL LABORATORY CASEWORK,1.5-B-1,ACTION SUBMITTALS,Shop Drawings,10. Include coordinated dimensions for laboratory equipment specified in other Sections., Include coordinated dimensions
123553.13,METAL LABORATORY CASEWORK,1.5-C,ACTION SUBMITTALS,Keying Schedule,"Keying Schedule : Include schematic keying diagram, and index each key set to unique 
designations that are coordinated with the Contract Documents.", Keying Schedule
123553.13,METAL LABORATORY CASEWORK,1.5-D,ACTION SUBMITTALS,Samples,Samples : For casework finishes and materials requiring color selection., Samples For
123553.13,METAL LABORATORY CASEWORK,1.5-E,ACTION SUBMITTALS,Samples,Samples for Initial Selection : For casework finishes and materials requiring color selection., Samples Initial
123553.13,METAL LABORATORY CASEWORK,1.5-F-1,ACTION SUBMITTALS,Samples,"1. Full-Size Samples: Maintain at Project site during construction in an undisturbed 
condition asa standard for judging the completed Work. Unless otherwise indicated, 
approved sample units may become part of the completed Work if in undisturbed 
condition at time of Substantial Completion. Notify Architect of their locations.", FullSize
123553.13,METAL LABORATORY CASEWORK,1.5-G,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For laboratory casework indicated to comply with seismic 
performance requirements, including analysis data signed and sealed by the qualified
professional engineer responsible for their preparation.", Delegated
123553.13,METAL LABORATORY CASEWORK,1.6-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For manufacturer., Qualification Data For
123553.13,METAL LABORATORY CASEWORK,1.6-B-1,INFORMATIONAL SUBMITTALS,Test Reports,"1. Casework: Based on evaluation of comprehensive tests performed bya qualified testing 
agency, indicating compliance of laboratory casework with requirements of specified 
product standard and system structural performance specified in ""Performance 
Requirements"" Article.", a qualified
123553.13,METAL LABORATORY CASEWORK,1.6-B-2,INFORMATIONAL SUBMITTALS,Test Reports,"2. Countertop Surface Material: Based on evaluation of comprehensive tests performed bya 
qualified testing agency, indicating compliance of laboratory countertop surface material 
with requirements specified for chemical and physical resistance.", Countertop Surface
123553.13,METAL LABORATORY CASEWORK,1.7-A,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"Furnish complete touchup kit for each type and color of casework finish provided. Include
fillers, primers, paints, and other materials necessary to perform permanent repairs to damaged
laboratory casework finish.", Furnish
123553.13,METAL LABORATORY CASEWORK,1.7-B-1,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"1. Cabinet Mounting Clips and Related Hardware: Quantity equal to 5 percent of amount 
installed, but no fewer than 20 each type.", Cabinet Mounting
123553.13,METAL LABORATORY CASEWORK,1.7-B-2,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,2. Modular Countertop Units: Two extra units of each length and material installed., Countertop Unit
123553.13,METAL LABORATORY CASEWORK,3.8-A-1,SERVICE-FITTING SCHEDULE,Schedules,1. Fitting Type: Swing-spout mixing faucet., Fitting Type
123553.13,METAL LABORATORY CASEWORK,3.8-A-2,SERVICE-FITTING SCHEDULE,Schedules,2. Outlet: Vacuum breaker and removable serrated outlet., Outlet Vacu
123553.13,METAL LABORATORY CASEWORK,3.8-A-3,SERVICE-FITTING SCHEDULE,Schedules,3. Mounting: Deck mounted., Mounting Deck
123553.13,METAL LABORATORY CASEWORK,3.8-A-4,SERVICE-FITTING SCHEDULE,Schedules,4. Additional Requirements: Self-closing valves, Additional Requi
123553.13,METAL LABORATORY CASEWORK,3.8-A-5,SERVICE-FITTING SCHEDULE,Schedules,"5. Refer to fixture schedule: P5-65-70001 
 
Laboratory Gas Service Fitting, Type GF-1 : -", Refer fixture schedule
123553.13,METAL LABORATORY CASEWORK,3.8-A-1,SERVICE-FITTING SCHEDULE,Schedules,1. Service: Air., Service Air:
123553.13,METAL LABORATORY CASEWORK,3.8-A-2,SERVICE-FITTING SCHEDULE,Schedules,2. Fitting Type: Turret, Fitting Type
123553.13,METAL LABORATORY CASEWORK,3.8-A-3,SERVICE-FITTING SCHEDULE,Schedules,3. Outlets: Three, Outlets Three
123553.13,METAL LABORATORY CASEWORK,3.8-A-4,SERVICE-FITTING SCHEDULE,Schedules,4. Outlet Type: Straight., Outlet Type Straight
123553.13,METAL LABORATORY CASEWORK,3.8-A-5,SERVICE-FITTING SCHEDULE,Schedules,5. Valve Type: Ground-key cock., Valve Type
123553.13,METAL LABORATORY CASEWORK,3.8-A-6,SERVICE-FITTING SCHEDULE,Schedules,"6. Refer to fixture schedule: P5-65-70001 
 
Electrical Service Fitting, Type EF-1 : -", Refer fixture schedule
123553.13,METAL LABORATORY CASEWORK,3.8-A-1,SERVICE-FITTING SCHEDULE,Schedules,1. Fitting Type: Recessed or Line mounted, Fitting Type
123553.13,METAL LABORATORY CASEWORK,3.8-A-2,SERVICE-FITTING SCHEDULE,Schedules,2. Device: Two duplex receptacles, Device Two du
123553.13,METAL LABORATORY CASEWORK,3.8-A-3,SERVICE-FITTING SCHEDULE,Schedules,"3. Additional Requirements: GFCI receptacles. 
 
Communication Service Fitting, Type CF-1 : -", Additional Requi
123553.13,METAL LABORATORY CASEWORK,3.8-A-1,SERVICE-FITTING SCHEDULE,Schedules,1. Fitting Type: Line mounted., Fitting Type
123553.13,METAL LABORATORY CASEWORK,3.8-A-2,SERVICE-FITTING SCHEDULE,Schedules,"2. Device: Two duplex receptacles. 
 
Electrical and Communication Service Fitting, Type ECF-1 : -", Device Two du
123553.13,METAL LABORATORY CASEWORK,3.8-A-1,SERVICE-FITTING SCHEDULE,Schedules,1. Fitting Type: Recessed or Line mounted., Fitting Type
123553.13,METAL LABORATORY CASEWORK,3.8-A-2,SERVICE-FITTING SCHEDULE,Schedules,2. Device: duplex receptacles and two duplex communication receptacles., Device duplex
123553.13,METAL LABORATORY CASEWORK,3.8-A-3,SERVICE-FITTING SCHEDULE,Schedules,3. Additional Requirements: GFCI receptacles., Additional Requi
123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.3-A-1,ACTION SUBMITTALS,Product Data,"1. Include data for fire-retardant treatment from chemical-treatment manufacturer and 
certification by treating plant that treated materials comply with requirements.", Include data fire
123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.3-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, sections, details, and attachments to other work. Detail fabrication and 
installation, including field joints.", Include plans sections
123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.3-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Show locations and sizes of cutouts and holes for items installed in plastic-laminate-clad 
countertops.", Show locations sizes
123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.3-B-3,ACTION SUBMITTALS,Shop Drawings,3. Apply AWI Quality Certification Program label to Shop Drawings., Shop Drawings
123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.3-C,ACTION SUBMITTALS,Samples,"Samples : Plastic laminates in each type, color, pattern, and surface finish required in 
manufacturer's standard size.", Samples Plastic
123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.3-D,ACTION SUBMITTALS,Samples,Samples for Initial Selection : For plastic laminates., Samples Initial
123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.3-E-1,ACTION SUBMITTALS,Samples,"1. Plastic Laminates: For each type, color, pattern, and surface finish required, 12 by 12 
inches in size.", Plastic Laminate
123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.3-E-2,ACTION SUBMITTALS,Samples,"2. Fabrication Sample: For each type and profile of countertop required, provide one sample 
applied to core material with specified edge material applied to one edge.", Fabrication Sample
123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.4-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer., Qualification Data For
123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.4-B-1,INFORMATIONAL SUBMITTALS,Certificates,1. Composite wood and agrifiber products., Composite wood 
123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.4-B-2,INFORMATIONAL SUBMITTALS,Certificates,2. High-pressure decorative laminate., Highpressure decorative
123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.4-B-3,INFORMATIONAL SUBMITTALS,Certificates,"3. Chemical-resistant, high-pressure decorative laminate.", Chemicalresistant high
123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.4-B-4,INFORMATIONAL SUBMITTALS,Certificates,4. Adhesives., Adhes
123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.4-C,INFORMATIONAL SUBMITTALS,Certificates,Quality Standard Compliance Certificates : AWI Quality Certification Program., AWI Quality
123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.4-D,INFORMATIONAL SUBMITTALS,Reports,"Evaluation Reports : For fire-retardant-treated materials, from ICC-ES.", ICCES
123661.16,SOLID SURFACING COUNTERTOPS,1.3-A,ACTION SUBMITTALS,Product Data,Product Data : For countertop materials and sinks., Product Data For
123661.16,SOLID SURFACING COUNTERTOPS,1.3-B-1,ACTION SUBMITTALS,Shop Drawings,1. Show locations and details of joints., Show locations details
123661.16,SOLID SURFACING COUNTERTOPS,1.3-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Show direction of directional pattern, if any.", Show direction 
123661.16,SOLID SURFACING COUNTERTOPS,1.3-C,ACTION SUBMITTALS,Samples,Samples for Initial Selection : For each type of material exposed to view., Samples Initial
123661.16,SOLID SURFACING COUNTERTOPS,1.3-D-1,ACTION SUBMITTALS,Samples,"1. Countertop material, 6 inches square.", Countertop material
123661.16,SOLID SURFACING COUNTERTOPS,1.3-D-2,ACTION SUBMITTALS,Samples,"2. Wood trim, 8 inches long.", Wood trim inches
123661.16,SOLID SURFACING COUNTERTOPS,1.3-D-3,ACTION SUBMITTALS,Samples,"3. One full-size solid surface material countertop, with front edge and backsplash, 8 by 10 
inches, of construction and in configuration specified.", one fullsize
123661.16,SOLID SURFACING COUNTERTOPS,1.4-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For fabricator., Qualification Data For
123661.16,SOLID SURFACING COUNTERTOPS,1.5-A,CLOSEOUT SUBMITTALS,Maintenance Data,"Maintenance Data : For solid surface material countertops to include in maintenance manuals. 
Include Product Data for care products used or recommended by Installer and names, addresses,
and telephone numbers of local sources for products.", Maintenance Data For
123661.16,SOLID SURFACING COUNTERTOPS,1.6-C-1,QUALITY ASSURANCE,Mockups,1. Build mockup of typical countertop as shown on Drawings., Build mockup
123661.16,SOLID SURFACING COUNTERTOPS,1.6-C-2,QUALITY ASSURANCE,Mockups,"2. Subject to compliance with requirements, approved mockups may become part of the 
completed Work if undisturbed at time of Substantial Completion.", Subject compliance requirements
