,Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description,Submittal Summary
1045,122413,ROLLER WINDOW SHADES,3.5-A,DEMONSTRATION,O&M Training And Demonstration,"Engagea factory-authorized service representative to train Owner's maintenance personnel to
adjust, operate, and maintain motor-operated roller shades.",train Owner maintenance
1046,123553.13,METAL LABORATORY CASEWORK,1.3-A,PREINSTALLATION MEETINGS,Meetings,Preinstallation Conference : Conduct conference at Project site.,Project site
1047,123553.13,METAL LABORATORY CASEWORK,1.3-B,PREINSTALLATION MEETINGS,Meetings,"Keying Conference : Conduct conference at Project site. Incorporate keying conference 
decisions into final keying requirements.",Project site
1048,123553.13,METAL LABORATORY CASEWORK,1.5-A,ACTION SUBMITTALS,Product Data,Product Data : For each type of product.,Product Data
1049,123553.13,METAL LABORATORY CASEWORK,1.5-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, and attachments to other work including blocking and 
reinforcements required for installation.",Include plans
1050,123553.13,METAL LABORATORY CASEWORK,1.5-B-2,ACTION SUBMITTALS,Shop Drawings,2. Indicate types and sizes of casework.,sizes of casework
1051,123553.13,METAL LABORATORY CASEWORK,1.5-B-3,ACTION SUBMITTALS,Shop Drawings,3. Indicate manufacturer's catalog numbers for casework.,numbers for casework
1052,123553.13,METAL LABORATORY CASEWORK,1.5-B-4,ACTION SUBMITTALS,Shop Drawings,"4. Show fabrication details, including types and locations of hardware.",Show fabrication details
1053,123553.13,METAL LABORATORY CASEWORK,1.5-B-5,ACTION SUBMITTALS,Shop Drawings,5. Indicate locations and types of service fittings.,service fittings
1054,123553.13,METAL LABORATORY CASEWORK,1.5-B-6,ACTION SUBMITTALS,Shop Drawings,6. Include details of utility spaces showing supports for conduits and piping.,Include details
1055,123553.13,METAL LABORATORY CASEWORK,1.5-B-7,ACTION SUBMITTALS,Shop Drawings,7. Include details of support framing system.,Include details
1056,123553.13,METAL LABORATORY CASEWORK,1.5-B-8,ACTION SUBMITTALS,Shop Drawings,"8. Include details of exposed conduits, if required, for service fittings.",Include details
1057,123553.13,METAL LABORATORY CASEWORK,1.5-B-9,ACTION SUBMITTALS,Shop Drawings,"9. Indicate locations of and clearances from adjacent walls, doors, windows, other building 
components, and laboratory equipment.",doors
1058,123553.13,METAL LABORATORY CASEWORK,1.5-B-1,ACTION SUBMITTALS,Shop Drawings,10. Include coordinated dimensions for laboratory equipment specified in other Sections.,Sections
1059,123553.13,METAL LABORATORY CASEWORK,1.5-C,ACTION SUBMITTALS,Keying Schedule,"Keying Schedule : Include schematic keying diagram, and index each key set to unique 
designations that are coordinated with the Contract Documents.",Include schematic keying
1060,123553.13,METAL LABORATORY CASEWORK,1.5-D,ACTION SUBMITTALS,Samples,Samples : For casework finishes and materials requiring color selection.,requiring color selection
1061,123553.13,METAL LABORATORY CASEWORK,1.5-E,ACTION SUBMITTALS,Samples,Samples for Initial Selection : For casework finishes and materials requiring color selection.,requiring color selection
1062,123553.13,METAL LABORATORY CASEWORK,1.5-F-1,ACTION SUBMITTALS,Samples,"1. Full-Size Samples: Maintain at Project site during construction in an undisturbed 
condition asa standard for judging the completed Work. Unless otherwise indicated, 
approved sample units may become part of the completed Work if in undisturbed 
condition at time of Substantial Completion. Notify Architect of their locations.",Maintain at Project
1063,123553.13,METAL LABORATORY CASEWORK,1.5-G,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For laboratory casework indicated to comply with seismic 
performance requirements, including analysis data signed and sealed by the qualified
professional engineer responsible for their preparation.",seismic performance requirements
1064,123553.13,METAL LABORATORY CASEWORK,1.6-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For manufacturer.,Qualification Data
1065,123553.13,METAL LABORATORY CASEWORK,1.6-B-1,INFORMATIONAL SUBMITTALS,Test Reports,"1. Casework: Based on evaluation of comprehensive tests performed bya qualified testing 
agency, indicating compliance of laboratory casework with requirements of specified 
product standard and system structural performance specified in ""Performance 
Requirements"" Article.",Based on evaluation
1066,123553.13,METAL LABORATORY CASEWORK,1.6-B-2,INFORMATIONAL SUBMITTALS,Test Reports,"2. Countertop Surface Material: Based on evaluation of comprehensive tests performed bya 
qualified testing agency, indicating compliance of laboratory countertop surface material 
with requirements specified for chemical and physical resistance.",Countertop Surface Material
1067,123553.13,METAL LABORATORY CASEWORK,1.7-A,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"Furnish complete touchup kit for each type and color of casework finish provided. Include
fillers, primers, paints, and other materials necessary to perform permanent repairs to damaged
laboratory casework finish.",Furnish complete touchup
1068,123553.13,METAL LABORATORY CASEWORK,1.7-B-1,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"1. Cabinet Mounting Clips and Related Hardware: Quantity equal to 5 percent of amount 
installed, but no fewer than 20 each type.",Cabinet Mounting Clips
1069,123553.13,METAL LABORATORY CASEWORK,1.7-B-2,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,2. Modular Countertop Units: Two extra units of each length and material installed.,Modular Countertop Units
1070,123553.13,METAL LABORATORY CASEWORK,3.8-A-1,SERVICE-FITTING SCHEDULE,Schedules,1. Fitting Type: Swing-spout mixing faucet.,Fitting Type
1071,123553.13,METAL LABORATORY CASEWORK,3.8-A-2,SERVICE-FITTING SCHEDULE,Schedules,2. Outlet: Vacuum breaker and removable serrated outlet.,Vacuum breaker
1072,123553.13,METAL LABORATORY CASEWORK,3.8-A-3,SERVICE-FITTING SCHEDULE,Schedules,3. Mounting: Deck mounted.,Deck mounted
1073,123553.13,METAL LABORATORY CASEWORK,3.8-A-4,SERVICE-FITTING SCHEDULE,Schedules,4. Additional Requirements: Self-closing valves,Additional Requirements
1074,123553.13,METAL LABORATORY CASEWORK,3.8-A-5,SERVICE-FITTING SCHEDULE,Schedules,"5. Refer to fixture schedule: P5-65-70001 
 
Laboratory Gas Service Fitting, Type GF-1 : -",Laboratory Gas Service
1075,123553.13,METAL LABORATORY CASEWORK,3.8-A-1,SERVICE-FITTING SCHEDULE,Schedules,1. Service: Air.,Air
1076,123553.13,METAL LABORATORY CASEWORK,3.8-A-2,SERVICE-FITTING SCHEDULE,Schedules,2. Fitting Type: Turret,Turret
1077,123553.13,METAL LABORATORY CASEWORK,3.8-A-3,SERVICE-FITTING SCHEDULE,Schedules,3. Outlets: Three,Outlets
1078,123553.13,METAL LABORATORY CASEWORK,3.8-A-4,SERVICE-FITTING SCHEDULE,Schedules,4. Outlet Type: Straight.,Straight
1079,123553.13,METAL LABORATORY CASEWORK,3.8-A-5,SERVICE-FITTING SCHEDULE,Schedules,5. Valve Type: Ground-key cock.,Valve Type
1080,123553.13,METAL LABORATORY CASEWORK,3.8-A-6,SERVICE-FITTING SCHEDULE,Schedules,"6. Refer to fixture schedule: P5-65-70001 
 
Electrical Service Fitting, Type EF-1 : -",Electrical Service Fitting
1081,123553.13,METAL LABORATORY CASEWORK,3.8-A-1,SERVICE-FITTING SCHEDULE,Schedules,1. Fitting Type: Recessed or Line mounted,Recessed or Line
1082,123553.13,METAL LABORATORY CASEWORK,3.8-A-2,SERVICE-FITTING SCHEDULE,Schedules,2. Device: Two duplex receptacles,Device
1083,123553.13,METAL LABORATORY CASEWORK,3.8-A-3,SERVICE-FITTING SCHEDULE,Schedules,"3. Additional Requirements: GFCI receptacles. 
 
Communication Service Fitting, Type CF-1 : -",Additional Requirements
1084,123553.13,METAL LABORATORY CASEWORK,3.8-A-1,SERVICE-FITTING SCHEDULE,Schedules,1. Fitting Type: Line mounted.,Fitting Type
1085,123553.13,METAL LABORATORY CASEWORK,3.8-A-2,SERVICE-FITTING SCHEDULE,Schedules,"2. Device: Two duplex receptacles. 
 
Electrical and Communication Service Fitting, Type ECF-1 : -",Communication Service Fitting
1086,123553.13,METAL LABORATORY CASEWORK,3.8-A-1,SERVICE-FITTING SCHEDULE,Schedules,1. Fitting Type: Recessed or Line mounted.,Recessed or Line
1087,123553.13,METAL LABORATORY CASEWORK,3.8-A-2,SERVICE-FITTING SCHEDULE,Schedules,2. Device: duplex receptacles and two duplex communication receptacles.,Device
1088,123553.13,METAL LABORATORY CASEWORK,3.8-A-3,SERVICE-FITTING SCHEDULE,Schedules,3. Additional Requirements: GFCI receptacles.,Additional Requirements
1089,123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.3-A-1,ACTION SUBMITTALS,Product Data,"1. Include data for fire-retardant treatment from chemical-treatment manufacturer and 
certification by treating plant that treated materials comply with requirements.",Include data
1090,123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.3-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, sections, details, and attachments to other work. Detail fabrication and 
installation, including field joints.",Include plans
1091,123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.3-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Show locations and sizes of cutouts and holes for items installed in plastic-laminate-clad 
countertops.",countertops
1092,123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.3-B-3,ACTION SUBMITTALS,Shop Drawings,3. Apply AWI Quality Certification Program label to Shop Drawings.,AWI Quality Certification
1093,123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.3-C,ACTION SUBMITTALS,Samples,"Samples : Plastic laminates in each type, color, pattern, and surface finish required in 
manufacturer's standard size.",manufacturer standard size
1094,123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.3-D,ACTION SUBMITTALS,Samples,Samples for Initial Selection : For plastic laminates.,Initial Selection
1095,123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.3-E-1,ACTION SUBMITTALS,Samples,"1. Plastic Laminates: For each type, color, pattern, and surface finish required, 12 by 12 
inches in size.",Plastic Laminates
1096,123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.3-E-2,ACTION SUBMITTALS,Samples,"2. Fabrication Sample: For each type and profile of countertop required, provide one sample 
applied to core material with specified edge material applied to one edge.",Sample
1097,123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.4-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer.,Qualification Data
1098,123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.4-B-1,INFORMATIONAL SUBMITTALS,Certificates,1. Composite wood and agrifiber products.,Composite wood
1099,123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.4-B-2,INFORMATIONAL SUBMITTALS,Certificates,2. High-pressure decorative laminate.,High-pressure decorative laminate
1100,123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.4-B-3,INFORMATIONAL SUBMITTALS,Certificates,"3. Chemical-resistant, high-pressure decorative laminate.",Chemical-resistant
1101,123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.4-B-4,INFORMATIONAL SUBMITTALS,Certificates,4. Adhesives.,Adhesives
1102,123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.4-C,INFORMATIONAL SUBMITTALS,Certificates,Quality Standard Compliance Certificates : AWI Quality Certification Program.,Standard Compliance Certificates
1103,123623.13,PLASTIC-LAMINATE-CLAD COUNTERTOPS,1.4-D,INFORMATIONAL SUBMITTALS,Reports,"Evaluation Reports : For fire-retardant-treated materials, from ICC-ES.",Evaluation Reports
1104,123661.16,SOLID SURFACING COUNTERTOPS,1.3-A,ACTION SUBMITTALS,Product Data,Product Data : For countertop materials and sinks.,Product Data
1105,123661.16,SOLID SURFACING COUNTERTOPS,1.3-B-1,ACTION SUBMITTALS,Shop Drawings,1. Show locations and details of joints.,Show locations
1106,123661.16,SOLID SURFACING COUNTERTOPS,1.3-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Show direction of directional pattern, if any.",Show direction
1107,123661.16,SOLID SURFACING COUNTERTOPS,1.3-C,ACTION SUBMITTALS,Samples,Samples for Initial Selection : For each type of material exposed to view.,Initial Selection
1108,123661.16,SOLID SURFACING COUNTERTOPS,1.3-D-1,ACTION SUBMITTALS,Samples,"1. Countertop material, 6 inches square.",Countertop material
1109,123661.16,SOLID SURFACING COUNTERTOPS,1.3-D-2,ACTION SUBMITTALS,Samples,"2. Wood trim, 8 inches long.",Wood trim
1110,123661.16,SOLID SURFACING COUNTERTOPS,1.3-D-3,ACTION SUBMITTALS,Samples,"3. One full-size solid surface material countertop, with front edge and backsplash, 8 by 10 
inches, of construction and in configuration specified.",surface material countertop
1111,123661.16,SOLID SURFACING COUNTERTOPS,1.4-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For fabricator.,Qualification Data
1112,123661.16,SOLID SURFACING COUNTERTOPS,1.5-A,CLOSEOUT SUBMITTALS,Maintenance Data,"Maintenance Data : For solid surface material countertops to include in maintenance manuals. 
Include Product Data for care products used or recommended by Installer and names, addresses,
and telephone numbers of local sources for products.",solid surface material
1113,123661.16,SOLID SURFACING COUNTERTOPS,1.6-C-1,QUALITY ASSURANCE,Mockups,1. Build mockup of typical countertop as shown on Drawings.,shown on Drawings
1114,123661.16,SOLID SURFACING COUNTERTOPS,1.6-C-2,QUALITY ASSURANCE,Mockups,"2. Subject to compliance with requirements, approved mockups may become part of the 
completed Work if undisturbed at time of Substantial Completion.",Substantial Completion
1115,142123.16,MACHINE ROOM-LESS ELECTRIC TRACTION PASSENGER E,1.10.-1,WARRANTY,Manufacturers Warranty,"Manufacturer's Special Warranty : Manufacturer agrees to repair, restore, or replace elevator work that 
fails in materials or workmanship within specified warranty period.
a. Failures include, but are not limited to, operation or control system failure, including excessive
malfunctions; performances below specified ratings; excessive wear; unusual deterioration or

aging of materials or finishes; unsafe conditions; need for excessive maintenance; abnormal
noise or vibration; and similar unusual, unexpected, and unsatisfactory conditions.
b. Warranty Period: 1 year from date of Substantial Completion of the project.",Manufacturer Special Warranty
1116,142123.16,MACHINE ROOM-LESS ELECTRIC TRACTION PASSENGER E,1.4.-1,ACTION SUBMITTALS,Product Data,"Product Data : For each type of product. 
a. Include capacities, sizes, performances, operations, safety features, finishes, and similar
information.
b. Include Product Data for car enclosures, hoistway entrances, and operation, control, and signal
systems.",Include Product Data
1117,142123.16,MACHINE ROOM-LESS ELECTRIC TRACTION PASSENGER E,1.4.-2,ACTION SUBMITTALS,Shop Drawings,"Shop Drawings : -
a. Include plans, elevations, sections, and large-scale details indicating service at each landing,
coordination with building structure, relationships with other construction, required hoistway
dimensions and clearances and locations of equipment.
b. Include large-scale layout of car-control station and standby power operation control panel.
c. Indicate maximum dynamic and static loads imposed on building structure at points of support,
and maximum and average power demands.",Shop Drawings
