Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description
115313,LABORATORY FUME HOODS,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Indicate details for anchoring fume hoods to permanent building construction including 
locations of blocking and other supports. Include calculations demonstrating that 
anchorages comply with seismic performance requirements."
115313,LABORATORY FUME HOODS,1.4-B-3,ACTION SUBMITTALS,Shop Drawings,"3. Indicate locations and types of service fittings together with associated service supply 
connection required."
115313,LABORATORY FUME HOODS,1.4-B-4,ACTION SUBMITTALS,Shop Drawings,"4. Indicate duct connections, electrical connections, and locations of access panels."
115313,LABORATORY FUME HOODS,1.4-B-5,ACTION SUBMITTALS,Shop Drawings,"5. Include roughing-in information for mechanical, plumbing, and electrical connections."
115313,LABORATORY FUME HOODS,1.4-B-6,ACTION SUBMITTALS,Shop Drawings,"6. Show adjacent walls, doors, windows, other building components, laboratory casework, 
and other laboratory equipment. Indicate clearances from the above items."
115313,LABORATORY FUME HOODS,1.4-B-7,ACTION SUBMITTALS,Shop Drawings,"7. Include layout of fume hoods in relation to lighting fixtures and air-conditioning registers 
and grilles."
115313,LABORATORY FUME HOODS,1.4-B-8,ACTION SUBMITTALS,Shop Drawings,8. Include coordinated dimensions for laboratory equipment specified in other Sections.
115313,LABORATORY FUME HOODS,1.4-C,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For fume hoods indicated to comply with seismic performance 
requirements and design criteria."
115313,LABORATORY FUME HOODS,1.5-A,INFORMATIONAL SUBMITTALS,Test Reports,"Product Test Reports : Showing compliance with specified performance requirements for as-
manufactured containment and static pressure loss, based on evaluation of comprehensive tests
performed by manufacturer and witnessed bya qualified testing agency."
115313,LABORATORY FUME HOODS,1.5-B,INFORMATIONAL SUBMITTALS,Reports,Source quality-control reports.
115313,LABORATORY FUME HOODS,1.5-C,INFORMATIONAL SUBMITTALS,Reports,Field quality-control reports.
115313,LABORATORY FUME HOODS,1.6-A,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"Furnish complete touchup kit for each type and color of fume hood finish provided. Include fillers,
primers, paints, and other materials necessary to perform permanent repairs to damaged fume
hood finish."
115313,LABORATORY FUME HOODS,2.9-A,SOURCE QUALITY CONTROL,O&M Training And Demonstration,"Demonstrate fume hood performance before shipment by testing fume hoods according to
ASHRAE 110 as modified in ""Performance Requirements"" Article. Provide testing facility,
instruments, equipment, and materials needed for tests."
118226,FACILITY WASTE COMPACTORS,1.3-A-1,PREINSTALLATION MEETINGS,Meetings,"1. Inspect and discuss electrical, plumbing, and sprinkler roughing-in; equipment bases; and 
other preparatory work specified elsewhere."
118226,FACILITY WASTE COMPACTORS,1.3-A-2,PREINSTALLATION MEETINGS,Meetings,2. Review coordination of chute and diverter locations with waste compactors.
118226,FACILITY WASTE COMPACTORS,1.3-A-3,PREINSTALLATION MEETINGS,Meetings,"3. Review sanitary requirements for water bibs, floor drains, and grease traps if required for 
Project to reduce decomposition and odors."
118226,FACILITY WASTE COMPACTORS,1.3-A-4,PREINSTALLATION MEETINGS,Meetings,"4. Review haul routes of waste to the compactor, route of hauler's equipment, and 
protections along these routes that are specified elsewhere."
118226,FACILITY WASTE COMPACTORS,1.3-A-5,PREINSTALLATION MEETINGS,Meetings,"5. Review required testing, inspection, and certification procedures."
118226,FACILITY WASTE COMPACTORS,1.4-A-1,ACTION SUBMITTALS,Product Data,"1. Include rated capacities, operating characteristics, furnished specialties and accessories, 
and finishes."
118226,FACILITY WASTE COMPACTORS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, and attachment details."
118226,FACILITY WASTE COMPACTORS,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Include details of equipment assemblies. Indicate dimensions, weights, loads, required 
clearances, method of field assembly, components, and location and size of each field 
connection. 
"
118226,FACILITY WASTE COMPACTORS,1.4-B-3,ACTION SUBMITTALS,Shop Drawings,3. Dimension chute and diverter locations that interface with waste compactors.
118226,FACILITY WASTE COMPACTORS,1.4-B-4,ACTION SUBMITTALS,Shop Drawings,"4. Include location and installation details of automatic sprinkler in hopper of each chute- 
fed compactor."
118226,FACILITY WASTE COMPACTORS,1.4-B-5,ACTION SUBMITTALS,Shop Drawings,5. Indicate equipment access points and required space for equipment service and operation.
118226,FACILITY WASTE COMPACTORS,1.4-B-6,ACTION SUBMITTALS,Shop Drawings,"6. Include setting drawings, templates, and instructions for installing anchor bolts and other 
anchorages."
118226,FACILITY WASTE COMPACTORS,1.4-B-7,ACTION SUBMITTALS,Shop Drawings,"7. Include diagrams for power, signal, and control wiring."
118226,FACILITY WASTE COMPACTORS,1.5-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer.
118226,FACILITY WASTE COMPACTORS,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,Product Certificates : For each type of waste compactor.
118226,FACILITY WASTE COMPACTORS,1.5-C,INFORMATIONAL SUBMITTALS,Reports,Field quality-control reports.
118226,FACILITY WASTE COMPACTORS,1.6-A,CLOSEOUT SUBMITTALS,O&M Manuals,"Operation and Maintenance Data : For waste compactors to include in operation and 
maintenance manuals."
118226,FACILITY WASTE COMPACTORS,1.6-B,CLOSEOUT SUBMITTALS,Maintenance Service,"Continuing Maintenance Proposal : From Installer to Owner, in the form ofa standard five-year 
maintenance agreement, starting on date maintenance service is concluded. State services,
obligations, conditions, and terms for agreement period and for future renewal options."
118226,FACILITY WASTE COMPACTORS,3.4-A,MAINTENANCE SERVICE,Maintenance Data,"Maintenance Service : Beginning at Substantial Completion, initial maintenance service shall 
include 12 months' full maintenance by skilled employees of waste-compactor Installer. Include
monthly preventive maintenance, repair, or replacement of worn or defective components,
lubrication, cleaning, and adjusting as required for proper waste-compactor operation. Parts and
supplies shall be manufacturer's authorized replacement parts and supplies."
122413,ROLLER WINDOW SHADES,1.3-A-1,ACTION SUBMITTALS,Product Data,"1. Include construction details, material descriptions, dimensions of individual components 
and profiles, features, finishes, and operating instructions for roller shades."
122413,ROLLER WINDOW SHADES,1.3-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Motor-Operated Shades: Include details of installation and diagrams for power, signal, and 
control wiring."
122413,ROLLER WINDOW SHADES,1.3-C,ACTION SUBMITTALS,Samples,"Samples : For each exposed product and for each color and texture specified, 10 inches long."
122413,ROLLER WINDOW SHADES,1.3-D-1,ACTION SUBMITTALS,Samples,"1. Shadeband Material: Not less than 3 inches square. Mark interior face of material if 
applicable."
122413,ROLLER WINDOW SHADES,1.3-D-2,ACTION SUBMITTALS,Samples,"2. Roller Shade: Full-size operating unit, not less than 16 inches wide by 36 inches long for 
each type of roller shade indicated."
122413,ROLLER WINDOW SHADES,1.3-D-3,ACTION SUBMITTALS,Samples,"3. Installation Accessories: Full-size unit, not less than 10 inches long."
122413,ROLLER WINDOW SHADES,1.4-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer.
122413,ROLLER WINDOW SHADES,1.4-B,INFORMATIONAL SUBMITTALS,Certificates,Product Certificates : For each type of shadeband material.
122413,ROLLER WINDOW SHADES,1.4-C,INFORMATIONAL SUBMITTALS,Test Reports,"Product Test Reports : For each type of shadeband material, for tests performed bya qualified 
testing agency."
122413,ROLLER WINDOW SHADES,1.5-A,CLOSEOUT SUBMITTALS,O&M Manuals,Operation and Maintenance Data : For roller shades to include in maintenance manuals.
122413,ROLLER WINDOW SHADES,1.6-A-1,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"1. Roller Shades: Full-size units equal to 5 percent of quantity installed for each size, color, 
and shadeband material indicated, but no fewer than two units."
122413,ROLLER WINDOW SHADES,1.7-B-1,QUALITY ASSURANCE,Mockups,"1. Approval of mockups does not constitute approval of deviations from the Contract 
Documents contained in mockups unless Architect specifically approves such deviations 
in writing."
122413,ROLLER WINDOW SHADES,1.7-B-2,QUALITY ASSURANCE,Mockups,"2. Subject to compliance with requirements, approved mockups may become part of the 
completed Work if undisturbed at time of Substantial Completion."
122413,ROLLER WINDOW SHADES,3.5-A,DEMONSTRATION,O&M Training And Demonstration,"Engagea factory-authorized service representative to train Owner's maintenance personnel to
adjust, operate, and maintain motor-operated roller shades."
123553.13,METAL LABORATORY CASEWORK,1.3-A,PREINSTALLATION MEETINGS,Meetings,Preinstallation Conference : Conduct conference at Project site.
123553.13,METAL LABORATORY CASEWORK,1.3-B,PREINSTALLATION MEETINGS,Meetings,"Keying Conference : Conduct conference at Project site. Incorporate keying conference 
decisions into final keying requirements."
123553.13,METAL LABORATORY CASEWORK,1.5-A,ACTION SUBMITTALS,Product Data,Product Data : For each type of product.
123553.13,METAL LABORATORY CASEWORK,1.5-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, and attachments to other work including blocking and 
reinforcements required for installation."
123553.13,METAL LABORATORY CASEWORK,1.5-B-2,ACTION SUBMITTALS,Shop Drawings,2. Indicate types and sizes of casework.
123553.13,METAL LABORATORY CASEWORK,1.5-B-3,ACTION SUBMITTALS,Shop Drawings,3. Indicate manufacturer's catalog numbers for casework.
123553.13,METAL LABORATORY CASEWORK,1.5-B-4,ACTION SUBMITTALS,Shop Drawings,"4. Show fabrication details, including types and locations of hardware."
123553.13,METAL LABORATORY CASEWORK,1.5-B-5,ACTION SUBMITTALS,Shop Drawings,5. Indicate locations and types of service fittings.
123553.13,METAL LABORATORY CASEWORK,1.5-B-6,ACTION SUBMITTALS,Shop Drawings,6. Include details of utility spaces showing supports for conduits and piping.
123553.13,METAL LABORATORY CASEWORK,1.5-B-7,ACTION SUBMITTALS,Shop Drawings,7. Include details of support framing system.
123553.13,METAL LABORATORY CASEWORK,1.5-B-8,ACTION SUBMITTALS,Shop Drawings,"8. Include details of exposed conduits, if required, for service fittings."
123553.13,METAL LABORATORY CASEWORK,1.5-B-9,ACTION SUBMITTALS,Shop Drawings,"9. Indicate locations of and clearances from adjacent walls, doors, windows, other building 
components, and laboratory equipment."
123553.13,METAL LABORATORY CASEWORK,1.5-B-1,ACTION SUBMITTALS,Shop Drawings,10. Include coordinated dimensions for laboratory equipment specified in other Sections.
123553.13,METAL LABORATORY CASEWORK,1.5-C,ACTION SUBMITTALS,Keying Schedule,"Keying Schedule : Include schematic keying diagram, and index each key set to unique 
designations that are coordinated with the Contract Documents."
123553.13,METAL LABORATORY CASEWORK,1.5-D,ACTION SUBMITTALS,Samples,Samples : For casework finishes and materials requiring color selection.
123553.13,METAL LABORATORY CASEWORK,1.5-E,ACTION SUBMITTALS,Samples,Samples for Initial Selection : For casework finishes and materials requiring color selection.
123553.13,METAL LABORATORY CASEWORK,1.5-F-1,ACTION SUBMITTALS,Samples,"1. Full-Size Samples: Maintain at Project site during construction in an undisturbed 
condition asa standard for judging the completed Work. Unless otherwise indicated, 
approved sample units may become part of the completed Work if in undisturbed 
condition at time of Substantial Completion. Notify Architect of their locations."
123553.13,METAL LABORATORY CASEWORK,1.5-G,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For laboratory casework indicated to comply with seismic 
performance requirements, including analysis data signed and sealed by the qualified
professional engineer responsible for their preparation."
123553.13,METAL LABORATORY CASEWORK,1.6-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For manufacturer.
123553.13,METAL LABORATORY CASEWORK,1.6-B-1,INFORMATIONAL SUBMITTALS,Test Reports,"1. Casework: Based on evaluation of comprehensive tests performed bya qualified testing 
agency, indicating compliance of laboratory casework with requirements of specified 
product standard and system structural performance specified in ""Performance 
Requirements"" Article."
123553.13,METAL LABORATORY CASEWORK,1.6-B-2,INFORMATIONAL SUBMITTALS,Test Reports,"2. Countertop Surface Material: Based on evaluation of comprehensive tests performed bya 
qualified testing agency, indicating compliance of laboratory countertop surface material 
with requirements specified for chemical and physical resistance."
123553.13,METAL LABORATORY CASEWORK,1.7-A,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"Furnish complete touchup kit for each type and color of casework finish provided. Include
fillers, primers, paints, and other materials necessary to perform permanent repairs to damaged
laboratory casework finish."
123553.13,METAL LABORATORY CASEWORK,1.7-B-1,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"1. Cabinet Mounting Clips and Related Hardware: Quantity equal to 5 percent of amount 
installed, but no fewer than 20 each type."
123553.13,METAL LABORATORY CASEWORK,1.7-B-2,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,2. Modular Countertop Units: Two extra units of each length and material installed.
123553.13,METAL LABORATORY CASEWORK,3.8-A-1,SERVICE-FITTING SCHEDULE,Schedules,1. Fitting Type: Swing-spout mixing faucet.
123553.13,METAL LABORATORY CASEWORK,3.8-A-2,SERVICE-FITTING SCHEDULE,Schedules,2. Outlet: Vacuum breaker and removable serrated outlet.
123553.13,METAL LABORATORY CASEWORK,3.8-A-3,SERVICE-FITTING SCHEDULE,Schedules,3. Mounting: Deck mounted.
123553.13,METAL LABORATORY CASEWORK,3.8-A-4,SERVICE-FITTING SCHEDULE,Schedules,4. Additional Requirements: Self-closing valves
123553.13,METAL LABORATORY CASEWORK,3.8-A-5,SERVICE-FITTING SCHEDULE,Schedules,"5. Refer to fixture schedule: P5-65-70001 
 
Laboratory Gas Service Fitting, Type GF-1 : -"
123553.13,METAL LABORATORY CASEWORK,3.8-A-1,SERVICE-FITTING SCHEDULE,Schedules,1. Service: Air.
123553.13,METAL LABORATORY CASEWORK,3.8-A-2,SERVICE-FITTING SCHEDULE,Schedules,2. Fitting Type: Turret
123553.13,METAL LABORATORY CASEWORK,3.8-A-3,SERVICE-FITTING SCHEDULE,Schedules,3. Outlets: Three
123553.13,METAL LABORATORY CASEWORK,3.8-A-4,SERVICE-FITTING SCHEDULE,Schedules,4. Outlet Type: Straight.
123553.13,METAL LABORATORY CASEWORK,3.8-A-5,SERVICE-FITTING SCHEDULE,Schedules,5. Valve Type: Ground-key cock.
123553.13,METAL LABORATORY CASEWORK,3.8-A-6,SERVICE-FITTING SCHEDULE,Schedules,"6. Refer to fixture schedule: P5-65-70001 
 
Electrical Service Fitting, Type EF-1 : -"
123553.13,METAL LABORATORY CASEWORK,3.8-A-1,SERVICE-FITTING SCHEDULE,Schedules,1. Fitting Type: Recessed or Line mounted
123553.13,METAL LABORATORY CASEWORK,3.8-A-2,SERVICE-FITTING SCHEDULE,Schedules,2. Device: Two duplex receptacles
123553.13,METAL LABORATORY CASEWORK,3.8-A-3,SERVICE-FITTING SCHEDULE,Schedules,"3. Additional Requirements: GFCI receptacles. 
 
Communication Service Fitting, Type CF-1 : -"
